iter	MAE	RMSE
881	0.332740864	0.4564934543
882	0.3327076693	0.4564534919
883	0.3326871324	0.4564272307
884	0.3325779441	0.4563249521
885	0.3325192247	0.4562321115
886	0.3324581448	0.4561407575
887	0.3323452042	0.4560153686
888	0.3322998833	0.4559309907
889	0.3322622607	0.455882001
890	0.332230695	0.455784856
891	0.3321729245	0.4556992066
892	0.332101325	0.455611105
893	0.3320455128	0.4555219665
894	0.3320028553	0.4554256091
895	0.3319496391	0.4553257622
896	0.3318028704	0.4551457423
897	0.3317094694	0.455048142
898	0.3316255874	0.4549389684
899	0.3315524321	0.454877254
900	0.3314653672	0.4547945642
901	0.331383638	0.4546852788
902	0.331220181	0.454507688
903	0.3311395867	0.4543776171
904	0.3310355596	0.45428076
905	0.3309772419	0.4541892456
906	0.3308958384	0.4540897435
907	0.3307995662	0.4539762738
908	0.3307394906	0.453909778
909	0.3306424364	0.4537772632
910	0.3305787876	0.4536790368
911	0.3305197905	0.4535944697
912	0.3304739457	0.4534967566
913	0.3303235649	0.4533387741
914	0.3302677289	0.4532759377
915	0.3301773345	0.4531893669
916	0.3301029088	0.4531001313
917	0.3300218408	0.4530187128
918	0.3299620546	0.4529471346
919	0.3299209003	0.452911603
920	0.329846568	0.4528310237
921	0.3297378205	0.4527407044
922	0.3296680035	0.4526847587
923	0.3295737838	0.4525948645
924	0.329516372	0.4525376143
925	0.3294394249	0.4524000994
926	0.3293867681	0.452346202
927	0.3293334872	0.4522488811
928	0.3292672328	0.4521786442
929	0.3291605812	0.4520027562
930	0.3290921908	0.4518885328
931	0.3290473975	0.4518558641
932	0.328920998	0.4516885148
933	0.3288351958	0.4515501737
934	0.3287701804	0.451489147
935	0.3287321994	0.451419797
936	0.3286565978	0.4513048151
937	0.3285425813	0.4512115119
938	0.3284755556	0.4510861042
939	0.328373996	0.4510037692
940	0.3283232494	0.4509679253
941	0.32825619	0.4509098812
942	0.3281961959	0.4508331791
943	0.3281250613	0.4507304374
944	0.3279996392	0.4505857836
945	0.3279303576	0.4505199364
946	0.3278732381	0.4504538414
947	0.3278322967	0.4504037785
948	0.3277597404	0.4502819889
949	0.3276440873	0.4501378008
950	0.3275761283	0.4500869877
951	0.3275584394	0.4500718079
952	0.3274995999	0.4499801349
953	0.3273965111	0.4498592349
954	0.3272944206	0.4497266882
955	0.3272341235	0.4496399534
956	0.3271793495	0.4495682984
957	0.3271162335	0.4494708457
958	0.3270416757	0.4493543083
959	0.3269717209	0.4492778599
960	0.3268803685	0.4491601749
961	0.3267874632	0.4490556557
962	0.3267061153	0.4489400989
963	0.326590796	0.4488068545
964	0.3265124842	0.4487376611
965	0.3263856102	0.4485836069
966	0.3263220129	0.4484595831
967	0.3262399106	0.4483407409
968	0.3261543266	0.4482470096
969	0.3260498174	0.4481229508
970	0.3260106824	0.4480844875
971	0.3259178339	0.4479484966
972	0.3258622228	0.4478647618
973	0.3257431148	0.447727054
974	0.3256661538	0.4476525695
975	0.3256054375	0.447587242
976	0.3255416365	0.4474442252
977	0.3254566332	0.4473510572
978	0.325416351	0.447264694
979	0.3253535388	0.4471808644
980	0.3252882829	0.4471088703
981	0.3252655446	0.4470812993
982	0.3252146107	0.447033819
983	0.325145396	0.4469075954
984	0.3250414807	0.446799066
985	0.3249687811	0.446716362
986	0.3249026322	0.4466164433
987	0.3248333969	0.4465322998
988	0.324759894	0.4464341333
989	0.3247286017	0.4463950742
990	0.3246674992	0.4463291867
991	0.3246019162	0.446191028
992	0.3245314848	0.4461296534
993	0.3244940551	0.4460649192
994	0.324411994	0.4459419042
995	0.3243128251	0.4458222828
996	0.3242558785	0.4457221795
997	0.3241379632	0.4455761644
998	0.3240977763	0.4455355167
999	0.3240240068	0.4454117856
